age,class_of_worker,education,marital_status,race,sex,industry,capital_zscaled,binned_income
35,Government,Some college/Vocational,Married, White, Male,Services/Administration,-0.15954615253005786, - 50000.
35,Private,High school graduate,Married, White, Male,Utilities,-0.15954615253005786, - 50000.
70,Private,High school graduate,Other, White, Male,Finance/Insurance/Real Estate,-1.6157449192537168, - 50000.
58,Private,Graduate,Other, White, Female,Hospitals/Health care,-0.15954615253005786, - 50000.
39,Self-employed,High school graduate,Never married, White, Male,"Agriculture, Forestry, Fishing, Hunting, Mining",-0.15954615253005786, - 50000.
67,Private,Some college/Vocational,Other, White, Female,Services/Administration,-0.15954615253005786, - 50000.
42,Private,Some college/Vocational,Married, White, Male,"Arts, Entertainment, and Recreation",-0.15954615253005786, - 50000.
36,Private,Some college/Vocational,Married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
53,Private,High school graduate,Married, Black, Male,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
24,Private,Some college/Vocational,Never married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
51,Private,High school graduate,Married, White, Male,"Arts, Entertainment, and Recreation",-0.15954615253005786, - 50000.
30,Private,Bachelors degree(BA AB BS),Married, White, Male,Services/Administration,-0.15954615253005786, - 50000.
32,Government,Bachelors degree(BA AB BS),Married, White, Male,Services/Administration,-0.15954615253005786, - 50000.
30,Private,High school graduate,Other, Black, Male,Utilities,0.5311736404418572, - 50000.
67,Private,Graduate,Never married, White, Male,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
28,Private,Bachelors degree(BA AB BS),Married, White, Male,Management,-0.15954615253005786, 50000+.
18,Government,Some college/Vocational,Never married, White, Female,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
20,Private,High school graduate,Never married, White, Female,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
35,Private,High school graduate,Married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
48,Private,High school graduate,Other, White, Female,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
20,Private,High school graduate,Other, White, Female,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
17,Private,Less than high school,Never married, White, Male,Utilities,-0.8942958924643261, - 50000.
52,Private,Some college/Vocational,Other, Black, Female,Hospitals/Health care,-0.15954615253005786, - 50000.
34,Government,Graduate,Married, White, Female,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
29,Private,High school graduate,Married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
47,Private,High school graduate,Married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
35,Private,Some college/Vocational,Married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, 50000+.
21,Private,Some college/Vocational,Never married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
51,Government,Some college/Vocational,Married, White, Male,Other,-0.15954615253005786, - 50000.
47,Private,High school graduate,Married, White, Male,Utilities,-0.15954615253005786, - 50000.
45,Self-employed,High school graduate,Married, White, Male,Construction,-0.15954615253005786, - 50000.
54,Government,Graduate,Never married, White, Female,Public administration/Education/Social assistance,-0.15954615253005786, 50000+.
43,Private,Some college/Vocational,Married, White, Male,Utilities,-0.15954615253005786, - 50000.
44,Self-employed,Bachelors degree(BA AB BS),Other, White, Female,Construction,-0.15954615253005786, - 50000.
38,Private,Bachelors degree(BA AB BS),Married, White, Female,"Computer, Information",-0.15954615253005786, 50000+.
24,Private,Some college/Vocational,Never married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
26,Private,Bachelors degree(BA AB BS),Never married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
24,Private,Some college/Vocational,Never married, White, Female,"Agriculture, Forestry, Fishing, Hunting, Mining",-0.15954615253005786, - 50000.
37,Government,Bachelors degree(BA AB BS),Never married, White, Female,Public administration/Education/Social assistance,2.0717631388433597, - 50000.
35,Private,High school graduate,Married, White, Male,Utilities,-0.15954615253005786, - 50000.
41,Government,Bachelors degree(BA AB BS),Never married, White, Male,Other,-0.15954615253005786, - 50000.
48,Government,Graduate,Married, Asian or Pacific Islander, Male,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
57,Private,Less than high school,Married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
29,Private,Some college/Vocational,Never married, White, Male,Construction,-0.15954615253005786, - 50000.
39,Private,Graduate,Other, White, Female,Hospitals/Health care,0.5311736404418572, - 50000.
42,Private,Some college/Vocational,Married, White, Male,Services/Administration,-0.15954615253005786, 50000+.
55,Private,Bachelors degree(BA AB BS),Married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
29,Private,High school graduate,Never married, Black, Male,Construction,-0.15954615253005786, - 50000.
48,Private,Bachelors degree(BA AB BS),Other, White, Male,"Arts, Entertainment, and Recreation",-0.15954615253005786, - 50000.
38,Private,Graduate,Married, White, Male,Hospitals/Health care,-0.15954615253005786, 50000+.
17,Private,High school graduate,Never married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
39,Private,Less than high school,Married, White, Male,Manufacturing,-0.15954615253005786, - 50000.
43,Private,Less than high school,Never married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
41,Private,Some college/Vocational,Never married, Black, Male,"Agriculture, Forestry, Fishing, Hunting, Mining",-0.660386799226825, - 50000.
47,Government,High school graduate,Other, White, Female,Other,-0.15954615253005786, - 50000.
41,Private,Some college/Vocational,Married, White, Male,"Agriculture, Forestry, Fishing, Hunting, Mining",-0.15954615253005786, - 50000.
30,Private,High school graduate,Married, Asian or Pacific Islander, Female,Manufacturing,-0.15954615253005786, - 50000.
75,Private,High school graduate,Married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
40,Private,High school graduate,Married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
23,Private,Less than high school,Never married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
44,Private,Graduate,Married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
54,Private,Less than high school,Married, White, Male,Manufacturing,-0.15954615253005786, - 50000.
33,Private,Bachelors degree(BA AB BS),Married, White, Male,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
41,Government,Some college/Vocational,Other, White, Male,Utilities,-0.15954615253005786, - 50000.
51,Government,Graduate,Married, White, Female,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
41,Private,High school graduate,Married, White, Female,Utilities,-0.15954615253005786, - 50000.
35,Private,High school graduate,Married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
34,Private,High school graduate,Married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
31,Private,Bachelors degree(BA AB BS),Never married, Black, Male,Management,-0.15954615253005786, - 50000.
38,Government,Some college/Vocational,Married, White, Male,Services/Administration,-0.15954615253005786, - 50000.
32,Private,Bachelors degree(BA AB BS),Other, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, 50000+.
26,Self-employed,High school graduate,Married, White, Male,Construction,-0.15954615253005786, - 50000.
52,Private,High school graduate,Married, White, Male,Utilities,3.1876471071704975, - 50000.
22,Private,Some college/Vocational,Never married, White, Male,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
51,Private,High school graduate,Married, White, Female,"Computer, Information",-0.15954615253005786, - 50000.
31,Government,High school graduate,Never married, White, Female,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
34,Private,Bachelors degree(BA AB BS),Never married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
42,Private,Some college/Vocational,Married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
41,Private,Bachelors degree(BA AB BS),Married, White, Male,Construction,-0.15954615253005786, - 50000.
19,Private,Less than high school,Never married, White, Male,Construction,-0.15954615253005786, - 50000.
43,Self-employed,Bachelors degree(BA AB BS),Other, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
35,Government,Bachelors degree(BA AB BS),Never married, White, Female,Public administration/Education/Social assistance,1.7213581442679657, - 50000.
31,Private,High school graduate,Married, White, Male,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
20,Private,Less than high school,Never married, White, Male,Utilities,-0.15954615253005786, - 50000.
47,Self-employed,Graduate,Never married, Amer Indian Aleut or Eskimo, Female,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
30,Private,Less than high school,Married, White, Male,Services/Administration,1.163645482744826, - 50000.
38,Private,Less than high school,Married, White, Male,Utilities,-0.15954615253005786, - 50000.
33,Government,Some college/Vocational,Married, White, Female,Hospitals/Health care,-0.15954615253005786, - 50000.
46,Private,Bachelors degree(BA AB BS),Other, White, Male,Management,3.7912242967794216, - 50000.
18,Private,Less than high school,Never married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
37,Government,High school graduate,Married, Black, Female,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
44,Private,High school graduate,Never married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
38,Private,Some college/Vocational,Other, Black, Male,"Agriculture, Forestry, Fishing, Hunting, Mining",-0.15954615253005786, - 50000.
44,Private,High school graduate,Married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
23,Private,Bachelors degree(BA AB BS),Never married, White, Male,Public administration/Education/Social assistance,-0.9011755716771938, - 50000.
27,Private,Bachelors degree(BA AB BS),Never married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
39,Government,Graduate,Married, Black, Female,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
31,Government,High school graduate,Married, Amer Indian Aleut or Eskimo, Male,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
23,Private,Some college/Vocational,Never married, Black, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
72,Self-employed,High school graduate,Married, White, Female,"Agriculture, Forestry, Fishing, Hunting, Mining",-0.15954615253005786, - 50000.
27,Private,Bachelors degree(BA AB BS),Never married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
36,Private,High school graduate,Married, Black, Male,Manufacturing,-0.15954615253005786, - 50000.
24,Private,Some college/Vocational,Married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
25,Government,Some college/Vocational,Never married, Black, Female,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
17,Private,Less than high school,Never married, White, Male,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
37,Private,Bachelors degree(BA AB BS),Married, White, Male,"Agriculture, Forestry, Fishing, Hunting, Mining",-0.9264010621243752, - 50000.
44,Private,High school graduate,Married, Asian or Pacific Islander, Male,"Agriculture, Forestry, Fishing, Hunting, Mining",-0.15954615253005786, - 50000.
63,Private,Less than high school,Married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
32,Self-employed,Bachelors degree(BA AB BS),Married, White, Female,Management,-0.15954615253005786, - 50000.
42,Self-employed,High school graduate,Married, White, Male,Services/Administration,-0.15954615253005786, - 50000.
34,Private,Bachelors degree(BA AB BS),Married, Asian or Pacific Islander, Female,Hospitals/Health care,-0.15954615253005786, - 50000.
48,Government,Graduate,Married, White, Female,"Arts, Entertainment, and Recreation",-0.15954615253005786, - 50000.
43,Private,Some college/Vocational,Married, White, Male,"Computer, Information",-0.15954615253005786, - 50000.
30,Private,Some college/Vocational,Other, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
61,Private,Some college/Vocational,Other, White, Male,Hospitals/Health care,-0.15954615253005786, - 50000.
62,Private,Bachelors degree(BA AB BS),Married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
51,Private,Less than high school,Other, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
27,Self-employed,High school graduate,Never married, White, Male,Construction,-1.1951671967070727, 50000+.
36,Private,Bachelors degree(BA AB BS),Married, Asian or Pacific Islander, Male,Finance/Insurance/Real Estate,3.3665187667050573, 50000+.
18,Private,Some college/Vocational,Never married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
64,Private,Less than high school,Married, White, Male,"Computer, Information",-0.15954615253005786, - 50000.
47,Private,Some college/Vocational,Married, White, Male,"Computer, Information",-0.15954615253005786, 50000+.
61,Self-employed,Less than high school,Married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
47,Self-employed,Bachelors degree(BA AB BS),Married, White, Female,Manufacturing,-0.15954615253005786, - 50000.
70,Government,Less than high school,Married, Other, Male,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
47,Private,High school graduate,Married, White, Male,"Computer, Information",-0.15954615253005786, - 50000.
47,Private,Less than high school,Married, Black, Female,Services/Administration,-0.15954615253005786, - 50000.
29,Private,Bachelors degree(BA AB BS),Never married, White, Female,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
24,Private,Bachelors degree(BA AB BS),Never married, Black, Female,Services/Administration,-0.15954615253005786, - 50000.
32,Private,Some college/Vocational,Other, White, Female,Hospitals/Health care,-0.15954615253005786, - 50000.
23,Private,High school graduate,Married, White, Female,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
31,Private,High school graduate,Never married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
22,Private,High school graduate,Never married, White, Female,Services/Administration,-0.15954615253005786, - 50000.
58,Private,High school graduate,Married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
30,Private,Less than high school,Other, Black, Male,Construction,-0.15954615253005786, - 50000.
23,Private,Some college/Vocational,Married, White, Female,Manufacturing,-0.15954615253005786, - 50000.
45,Private,High school graduate,Married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
57,Self-employed,Some college/Vocational,Married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
25,Private,Some college/Vocational,Married, White, Female,Construction,-0.15954615253005786, - 50000.
29,Private,Less than high school,Never married, White, Male,"Agriculture, Forestry, Fishing, Hunting, Mining",-0.15954615253005786, - 50000.
45,Government,Graduate,Other, White, Female,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
47,Private,Some college/Vocational,Married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
39,Private,Some college/Vocational,Married, White, Male,"Computer, Information",-0.15954615253005786, - 50000.
55,Self-employed,High school graduate,Other, White, Female,"Agriculture, Forestry, Fishing, Hunting, Mining",-0.15954615253005786, - 50000.
28,Private,Less than high school,Married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
63,Private,Graduate,Married, White, Male,Services/Administration,-0.15954615253005786, 50000+.
28,Self-employed,Some college/Vocational,Married, White, Male,"Agriculture, Forestry, Fishing, Hunting, Mining",-0.15954615253005786, - 50000.
28,Private,Some college/Vocational,Married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
34,Private,Some college/Vocational,Married, White, Female,Trade,-0.15954615253005786, - 50000.
60,Government,Some college/Vocational,Married, White, Female,Services/Administration,-0.15954615253005786, - 50000.
37,Government,Graduate,Married, White, Female,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
24,Self-employed,Less than high school,Never married, White, Male,Construction,-0.15954615253005786, - 50000.
23,Private,Less than high school,Never married, White, Female,"Agriculture, Forestry, Fishing, Hunting, Mining",-0.15954615253005786, - 50000.
47,Government,Bachelors degree(BA AB BS),Married, White, Male,Public administration/Education/Social assistance,1.2792240935210029, - 50000.
41,Private,Graduate,Married, White, Female,Manufacturing,-0.15954615253005786, 50000+.
21,Private,Less than high school,Never married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
36,Self-employed,High school graduate,Married, White, Female,"Arts, Entertainment, and Recreation",-0.15954615253005786, - 50000.
25,Private,Some college/Vocational,Other, White, Female,Hospitals/Health care,-0.15954615253005786, - 50000.
25,Private,Bachelors degree(BA AB BS),Never married, White, Male,Management,-0.15954615253005786, - 50000.
23,Private,Bachelors degree(BA AB BS),Never married, White, Female,Services/Administration,-1.1708589968216068, - 50000.
64,Private,Some college/Vocational,Other, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
40,Private,Some college/Vocational,Married, White, Male,Trade,-0.15954615253005786, - 50000.
41,Private,High school graduate,Married, White, Male,Manufacturing,-0.15954615253005786, - 50000.
33,Private,High school graduate,Married, White, Female,Trade,-0.15954615253005786, - 50000.
22,Private,High school graduate,Married, White, Female,Trade,-0.15954615253005786, - 50000.
17,Private,Less than high school,Never married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
47,Private,High school graduate,Other, White, Male,Services/Administration,-0.15954615253005786, - 50000.
17,Private,Less than high school,Never married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
18,Private,Less than high school,Never married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
52,Private,Graduate,Married, White, Female,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
38,Private,High school graduate,Other, White, Female,Management,-0.15954615253005786, - 50000.
64,Private,Bachelors degree(BA AB BS),Married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
58,Private,High school graduate,Married, Other, Female,Hospitals/Health care,-0.15954615253005786, - 50000.
22,Private,High school graduate,Never married, White, Male,Services/Administration,-0.15954615253005786, - 50000.
53,Private,High school graduate,Married, White, Male,Manufacturing,-0.15954615253005786, - 50000.
42,Private,High school graduate,Married, White, Female,Hospitals/Health care,-0.15954615253005786, - 50000.
30,Private,High school graduate,Married, Amer Indian Aleut or Eskimo, Male,Construction,-0.15954615253005786, - 50000.
37,Private,High school graduate,Other, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
32,Private,Some college/Vocational,Never married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
40,Private,High school graduate,Married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
39,Private,Less than high school,Married, Black, Female,Hospitals/Health care,1.4048929004760524, - 50000.
49,Self-employed,Some college/Vocational,Married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
60,Private,High school graduate,Other, Black, Male,Construction,-0.15954615253005786, - 50000.
26,Private,Bachelors degree(BA AB BS),Never married, White, Male,"Agriculture, Forestry, Fishing, Hunting, Mining",-0.15954615253005786, - 50000.
60,Government,Less than high school,Married, Black, Female,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
37,Private,Some college/Vocational,Married, White, Female,Hospitals/Health care,-0.15954615253005786, - 50000.
62,Private,High school graduate,Married, Black, Male,"Arts, Entertainment, and Recreation",-0.15954615253005786, - 50000.
30,Government,Bachelors degree(BA AB BS),Other, White, Male,"Arts, Entertainment, and Recreation",1.3654494063222777, - 50000.
45,Government,Bachelors degree(BA AB BS),Other, Black, Female,Services/Administration,-0.15954615253005786, - 50000.
51,Self-employed,Some college/Vocational,Married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
47,Private,High school graduate,Other, White, Female,Hospitals/Health care,-0.15954615253005786, - 50000.
38,Private,Some college/Vocational,Married, White, Male,Utilities,-0.15954615253005786, 50000+.
44,Self-employed,Graduate,Married, White, Male,Services/Administration,-0.15954615253005786, 50000+.
45,Self-employed,Some college/Vocational,Other, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
33,Private,Some college/Vocational,Married, White, Female,Hospitals/Health care,-0.15954615253005786, - 50000.
45,Private,High school graduate,Married, Black, Female,Hospitals/Health care,-0.15954615253005786, - 50000.
26,Private,Bachelors degree(BA AB BS),Never married, Asian or Pacific Islander, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
16,Private,Less than high school,Never married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
42,Private,Less than high school,Other, White, Male,Manufacturing,-0.15954615253005786, - 50000.
36,Private,Less than high school,Other, Black, Male,Hospitals/Health care,-0.15954615253005786, - 50000.
48,Private,Bachelors degree(BA AB BS),Married, White, Male,Manufacturing,3.1876471071704975, 50000+.
38,Private,High school graduate,Married, White, Female,Utilities,-0.15954615253005786, - 50000.
28,Private,Some college/Vocational,Married, White, Male,Utilities,1.2636301539718362, - 50000.
23,Private,Some college/Vocational,Never married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
32,Private,Some college/Vocational,Other, White, Female,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
18,Private,Less than high school,Never married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
43,Private,Less than high school,Married, White, Male,"Agriculture, Forestry, Fishing, Hunting, Mining",-0.15954615253005786, - 50000.
19,Private,High school graduate,Never married, White, Male,Construction,-0.15954615253005786, - 50000.
31,Private,Graduate,Other, White, Female,Hospitals/Health care,-0.15954615253005786, - 50000.
39,Private,Bachelors degree(BA AB BS),Married, White, Female,Services/Administration,-0.15954615253005786, - 50000.
28,Private,Less than high school,Never married, White, Male,Utilities,-0.15954615253005786, - 50000.
21,Private,High school graduate,Never married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
30,Government,Some college/Vocational,Never married, White, Male,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
44,Private,Bachelors degree(BA AB BS),Other, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
35,Private,Bachelors degree(BA AB BS),Married, White, Male,Manufacturing,-0.15954615253005786, - 50000.
71,Private,Less than high school,Other, White, Female,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
44,Private,High school graduate,Married, White, Male,"Agriculture, Forestry, Fishing, Hunting, Mining",-0.15954615253005786, - 50000.
40,Private,Less than high school,Married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
64,Private,Less than high school,Married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
33,Private,Some college/Vocational,Married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
36,Private,High school graduate,Married, White, Male,Construction,-0.15954615253005786, - 50000.
48,Private,High school graduate,Married, White, Female,Manufacturing,-0.15954615253005786, - 50000.
54,Private,Some college/Vocational,Married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
48,Self-employed,Some college/Vocational,Married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, 50000+.
45,Private,Some college/Vocational,Married, White, Female,Hospitals/Health care,-0.15954615253005786, - 50000.
50,Self-employed,Bachelors degree(BA AB BS),Married, White, Male,"Agriculture, Forestry, Fishing, Hunting, Mining",-0.15954615253005786, 50000+.
19,Private,Some college/Vocational,Never married, White, Female,Services/Administration,-0.15954615253005786, - 50000.
31,Private,Some college/Vocational,Married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
43,Private,High school graduate,Other, White, Female,Construction,-0.15954615253005786, - 50000.
25,Private,Some college/Vocational,Married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
46,Private,High school graduate,Married, White, Female,Utilities,-0.15954615253005786, - 50000.
54,Private,Less than high school,Other, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
56,Self-employed,High school graduate,Married, Asian or Pacific Islander, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
34,Private,Less than high school,Married, White, Male,Hospitals/Health care,-0.15954615253005786, - 50000.
72,Private,Less than high school,Other, White, Female,Services/Administration,-0.15954615253005786, - 50000.
48,Government,High school graduate,Married, White, Female,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
36,Government,High school graduate,Never married, Black, Female,Other,-0.15954615253005786, - 50000.
57,Private,Some college/Vocational,Married, White, Female,Utilities,-0.15954615253005786, - 50000.
17,Private,Less than high school,Never married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
45,Government,Graduate,Married, White, Female,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
31,Private,Graduate,Married, White, Male,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
38,Private,Bachelors degree(BA AB BS),Married, White, Female,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
22,Private,High school graduate,Married, White, Female,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
55,Private,High school graduate,Married, White, Male,"Agriculture, Forestry, Fishing, Hunting, Mining",-0.15954615253005786, - 50000.
31,Private,High school graduate,Married, White, Male,"Computer, Information",-0.15954615253005786, - 50000.
41,Private,Less than high school,Married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
47,Government,Bachelors degree(BA AB BS),Married, White, Female,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
26,Private,Bachelors degree(BA AB BS),Never married, White, Male,Construction,1.3654494063222777, - 50000.
35,Government,High school graduate,Other, White, Female,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
17,Private,Less than high school,Never married, White, Female,Hospitals/Health care,-0.15954615253005786, - 50000.
27,Private,Some college/Vocational,Married, Other, Male,Manufacturing,-0.15954615253005786, - 50000.
30,Private,Bachelors degree(BA AB BS),Other, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
48,Government,Some college/Vocational,Married, White, Female,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
70,Private,Some college/Vocational,Other, White, Female,Management,-0.15954615253005786, - 50000.
21,Government,High school graduate,Married, White, Male,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
55,Government,High school graduate,Married, White, Female,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
24,Private,Some college/Vocational,Married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
64,Private,Some college/Vocational,Married, White, Female,Services/Administration,-0.15954615253005786, - 50000.
33,Private,Less than high school,Married, White, Male,Manufacturing,-0.15954615253005786, - 50000.
33,Government,High school graduate,Never married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
40,Private,Some college/Vocational,Never married, White, Male,Finance/Insurance/Real Estate,-1.1951671967070727, 50000+.
36,Private,High school graduate,Married, White, Male,Construction,-0.15954615253005786, - 50000.
23,Government,Bachelors degree(BA AB BS),Never married, White, Male,Public administration/Education/Social assistance,-0.8942958924643261, - 50000.
37,Government,Bachelors degree(BA AB BS),Married, White, Male,Other,-0.15954615253005786, - 50000.
27,Government,Some college/Vocational,Other, White, Female,Utilities,-0.15954615253005786, - 50000.
47,Private,Less than high school,Married, White, Male,"Agriculture, Forestry, Fishing, Hunting, Mining",-0.15954615253005786, - 50000.
41,Private,Some college/Vocational,Married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
38,Private,Less than high school,Never married, Black, Male,Manufacturing,-0.15954615253005786, - 50000.
37,Private,Less than high school,Other, Other, Female,Services/Administration,-0.15954615253005786, - 50000.
37,Government,High school graduate,Other, White, Male,Services/Administration,-0.15954615253005786, - 50000.
23,Private,Some college/Vocational,Never married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
25,Private,Some college/Vocational,Married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
46,Private,High school graduate,Married, Black, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
43,Private,Some college/Vocational,Married, White, Male,Utilities,-0.15954615253005786, - 50000.
46,Private,High school graduate,Other, White, Female,"Arts, Entertainment, and Recreation",-0.15954615253005786, - 50000.
24,Private,Less than high school,Never married, Other, Female,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
35,Government,Some college/Vocational,Other, White, Female,Hospitals/Health care,-0.15954615253005786, - 50000.
36,Private,Some college/Vocational,Married, White, Female,Hospitals/Health care,-0.15954615253005786, - 50000.
48,Private,High school graduate,Other, White, Male,Construction,-0.15954615253005786, - 50000.
